,gene_name,0528 cell,0528 EV,0618 EV,0622 EV,0618 cell,0622 cell
1788,MICALL1,2213137.12251,1445418.0172879999,1673408.600091,1270408.563193,1394927.5372799998,2920063.342819
1789,MICB,2413398.7988,946738.4952,1748899.3128,973317.3740000001,3776303.9339,2175683.2848
1790,MICOS10,10480285.14,675005.2048,510978.0019,1323633.248,9134936.92,11605628.64
1791,MICOS13,13879490.82,598396.5644,761285.4274,768789.8555,18019704.55,15029500.96
1792,MID2,66338.8368,41557.56988,37837.051439999996,37071.79894,122835.23481,74529.13588
1793,MIDEAS,624658.3910000001,3200410.4045,9736529.862,6264776.3100000005,805304.7219,664859.2809
1794,MIEF1,936146.1884,352600.4856,469552.9996,314739.3282,4376654.451,623734.5815
1795,MIEN1,7608833.297,1052410.848,1596335.9526,1365175.3277,11915258.675,8715157.497
1796,MIF,140228296.71134,16019135.582692,28656912.234263998,29064084.325396,217332109.775602,132124928.21872601
1797,MINPP1,3676007.06479,2483074.06853,9451942.87808,7599857.97401,4428922.93787,5113737.77368
1798,MITD1,155416.8482,542553.4008,731100.8572,444791.9543,245932.6283,192443.8816
1799,MIX23,2373830.342,140337.5157,268487.9215,343393.2781,2629608.75,2994044.153
1800,MLEC,7652210.770200001,816282.35504,1361791.4518900001,1373401.62947,9020750.841200002,8227726.2338
1801,MMAB,1448687.9413,185582.28475,345330.276,296097.04929999996,2363734.3441,1557040.7029
1802,MMP14,584296.1242,403275.5713,625978.1497,476775.0718,963078.6549,493450.1942
1803,MMP2,6100745.65823,22616541.5444,67734161.9809,32781787.40859,4857925.05101,7112184.61045
1804,MMS19,3542463.5803,1325435.3968800001,1672219.29394,1390711.65215,5712397.3803,4076500.823
1805,MMTAG2,108704.2297,7607.952129,14581.87691,10174.63033,170577.408,77588.21909
1806,MOB1B,7138260.1392,2246941.3071,2323274.645,2961114.7335,7585228.905300001,9556538.4548
1807,MOCS3,841697.869,294313.1384,226860.2624,339585.1937,567901.8489,1419754.622
1808,MOGS,10401619.643,1227886.91377,1580629.2281,1700126.79402,17542639.2273,9570267.7261
1809,MORF4L1,452067.3662,100386.2955,170502.5374,122337.6843,608774.1602,532105.234
1810,MOV10,3958499.6514600003,1047335.69469,2154200.9857799998,1163429.5997000001,6379128.484,4938962.7681
1811,MPC2,292796.3173,11715.38394,18683.51552,18729.86584,446458.221,260220.9224
1812,MPDU1,897458.842,60467.79668,57063.05507,84267.80564,957133.6101,1067632.817
1813,MPHOSPH10,45140.98889,7541.714851,13834.6409,13028.78069,76596.66609,40117.50387
1814,MPHOSPH8,98797.8286,40987.79879,47085.33308,55536.1373,139101.7683,133870.0646
1815,MPI,1505969.491,256571.569,269551.246,214700.825,1659550.582,1639434.817
1816,MPP1,295420.665,194735.6507,170308.4446,343786.1257,318498.9093,384794.7353
1817,MPST,2161404.8324,328950.9354,320780.3824,317740.0541,3616556.9390000002,2147855.9243
1818,MPV17,3526440.65,71125.41993,90285.45508,1241683.422,4450156.996,3549919.415
1819,MPZL1,1500339.8113,3529013.242,2372328.2243,3829741.255,988382.1414,1825159.3516000002
1820,MRC2,1847122.477246,2750153.3656719998,6560993.28812,2857917.53894,2019354.3733950001,2746626.7604900002
1821,MRE11,11915771.4798,3427266.35928,4574115.760910001,3304139.15838,14513991.554,14207055.961
1822,MROH2B,5500871.559599999,136083.93734,935194.7541,109782.63227999999,39810559.069000006,350013.06157
1823,MRPL10,152290.5103,31972.04627,53294.60477,56845.04416,251771.0639,170910.2843
1824,MRPL11,1397560.1419000002,157789.60776,289051.0205,295098.8264,1595922.0518,1648050.3746
1825,MRPL12,15414000.22603,634285.1840890001,964091.7325299999,1063697.0429,16676152.999662,17292478.04788
1826,MRPL13,1464643.218,103988.5109,119529.9639,145256.5373,1587632.542,1980651.962
1827,MRPL14,335828.0228,61848.99951,113448.6042,116851.5326,540641.2795,352864.2794
1828,MRPL15,2629093.0729799997,394145.91051,549274.42062,557051.25417,4448808.9207,2822060.3785699997
1829,MRPL16,4930518.9982,483672.71591,683683.0942599999,632910.14194,7295057.0766,5434249.2870000005
1830,MRPL17,4285613.3592,452174.18740000005,676605.9571199999,673879.0798599999,6617465.3021,4365884.110370001
1831,MRPL19,4161269.6328,380588.03291,582833.72335,525020.33852,6192357.709,4820246.286
1832,MRPL20,1791185.669,113748.299,89989.12467,81388.75697,2947408.507,1490643.383
1833,MRPL21,841686.7594999999,180815.91744,226648.53379000002,186204.79976999998,1364355.1972,914919.9764
1834,MRPL22,2797654.1444,296352.35336,427807.67567,434730.80542,5267645.0253,2926081.6831
1835,MRPL23,171876.5964,35647.62248,52960.95967,66101.06384,296506.7812,187031.0502
1836,MRPL24,2363829.0663,244828.07580000002,266574.3615,289914.73840000003,4147326.5371,2496241.5082
1837,MRPL27,6031620.52,394784.3845,506366.1005,524144.4747,8835378.594,6218365.01
1838,MRPL28,1847445.73459,158327.274876,264218.267757,223454.35363199998,1890485.70562,1976874.15086
1839,MRPL3,8544336.5197,469132.79926,622656.19992,572017.37956,14034305.0324,9677949.855500001
1840,MRPL37,756551.8936,85936.47805,142348.1322,113824.325,1097361.288,878521.6813
1841,MRPL38,6727078.3996,561657.27274,721029.155765,820761.29255,10958946.8622,6558795.3251
1842,MRPL39,2058061.7111,218176.28577000002,354003.20378,292646.65283,2481299.2437,2455768.287
1843,MRPL4,885518.8888,727881.9703,1057118.993,857851.9836,1336357.972,1092828.183
1844,MRPL40,2551191.3924000002,99771.58981,114555.87483,171335.93501999998,3164861.4396,3124706.3832
1845,MRPL41,4562292.4511,329349.93412,433374.89243999997,588264.9147999999,7463580.0607,4500944.6381
1846,MRPL43,2753446.1729,499028.33105000004,741716.01826,881783.97128,4490963.6139,2969857.9504
1847,MRPL44,1281160.2716,188279.09769,282024.5856,256400.2012,1782729.6579,1535932.4062
1848,MRPL45,3561920.7155999998,440254.87002,897022.3429,1022392.1278,5365818.075999999,3524616.2615
1849,MRPL46,932733.3894,184524.4917,310486.6421,222974.7567,1042160.585,1291372.899
1850,MRPL47,4157689.1329,298214.97241,380548.59345,518750.52895,5316880.6522,4186169.2851
1851,MRPL48,376502.8749,79452.61706,92774.76223,111484.9454,783739.0362,420255.8259
1852,MRPL49,2031950.018,76195.2881,101651.8972,121212.9826,2813858.562,2151833.415
1853,MRPL50,595303.47809,121967.25249,161270.40993,187246.65349,978786.6177000001,638150.33101
1854,MRPL53,697395.0644,51264.31776,71469.77217,67303.55913,742816.9763,807842.7527
1855,MRPL55,508855.7974,50853.41614,77353.4502,44758.504,850269.1245,558801.3242
1856,MRPL9,5871470.6225,824202.5656399999,1284681.9882,964494.9014,7222702.418,5961989.4167
1857,MRPS12,1982115.085,169255.3775,121985.3061,195903.6368,1849557.245,2416627.821
1858,MRPS15,2191866.588,297788.9974,351288.8299,269427.8268,1817098.336,3004909.487
1859,MRPS16,2323798.5413,137340.9826,184732.51395,211387.35179000002,4167101.8151000002,2467850.8973
1860,MRPS17,253473.1362,29824.1516,39798.66915,48467.53408,408328.078,321209.7313
1861,MRPS18A,862319.0738,257203.8206,375731.5056,298338.6014,1213764.266,1239908.519
1862,MRPS18B,3273280.1773,231624.92352,329881.56697,270411.19654,4786694.476,3633090.8998000002
1863,MRPS2,1400076.019,242466.295,264399.364,321308.5012,2603709.542,1483437.351
1864,MRPS22,4559497.789,148828.33386,220874.4609,220915.8849,4920846.995,5325546.949
1865,MRPS23,1374432.6481,139689.58559,266356.9986,300020.799,2351118.7988,1348218.8906
1866,MRPS24,1523552.328,146261.7035,288456.8121,300002.9651,2711948.297,1519508.719
1867,MRPS25,1274152.0527,152019.18693,262543.73230000003,227953.75040000002,1505949.8868,1699839.9484
1868,MRPS26,2083635.95,239726.9745,163293.0048,543322.0571,4087286.375,2235530.527
1869,MRPS27,3879173.1134,220226.73617,379911.39868,439060.9376,4668602.291,4811756.876
1870,MRPS28,3834275.3188,275347.60052,364961.92246,486920.0751,6169540.722999999,3773392.4983
1871,MRPS30,96386.36499,10400.50216,22878.2661,17456.9901,146737.8248,125106.5063
1872,MRPS31,1602972.0315,560591.60802,367547.06905,794376.1335499999,1945358.8668,2057829.0378
1873,MRPS33,2244795.861,209488.2744,230572.43728,448912.5889,3469163.848,2232342.444
1874,MRPS34,11159829.9239,1068438.8720800001,1310240.4029599999,1175765.43897,18693387.3836,10729181.7462
1875,MRPS35,4287271.9924,265710.34917,500404.16272,544722.48375,5170962.214,5385575.0213
1876,MRPS5,2559128.0534,223465.700164,292175.31767,698668.835,3381601.8113,2879475.3677000003
1877,MRPS6,8971708.515,1051637.223,1651716.67094,1841167.3604000001,13883156.508,9211781.297
1878,MRPS7,1468907.7836,170971.82096,255896.94011000003,297985.04693,1933955.0877,1711714.5193
1879,MRPS9,707516.7109000001,44866.7132,59315.691300000006,74999.38604,950857.5555,696926.0573
1880,MRTFB,962549.1647,97555.39146,218980.49329,121018.47868999999,1247796.2778,1024117.2413
1881,MRTO4,5153925.64,1057199.4785,3165733.4207,1246595.0048,6398204.404,6444947.591
1882,MSH2,3234211.8034,919013.0640799999,1301426.96619,914053.18045,4145304.6633,3651918.0584
1883,MSH6,6417685.499100001,1362241.069,1863996.7146,1186735.7404,7414087.2173,7661127.4917
1884,MSN,224477498.988084,166523498.199575,141494901.242735,246294675.350034,246657781.62927,261402671.06118
1885,MSTO1,335852.1011,87705.52224,109363.539,78276.20378,487310.1531,434341.6582
1886,MT-ATP6,4040986.56,210003.89919999999,207242.27990999998,293618.207,4327184.616,4056389.23
1887,MT-CO1,3736897.741,78002.04019,62963.01395,106207.9138,3559330.142,4169273.962
1888,MT-CO2,20810525.2494,1450462.0604400001,1953432.2899500001,2472821.57589,40206181.2704,23214058.1408
1889,MT-ND1,198244.9823,27374.49416,39179.81224,39358.5987,295289.0261,254668.7795
1890,MT-ND2,1309682.153,57499.62584,82418.75452,146806.361,1084613.264,1737244.008
1891,MTA2,5454332.08312,1963956.9606320001,2574764.482163,1617141.460685,6378187.67541,6082363.808259999
1892,MTA3,1708479.669,809670.964,1029717.954,820799.4555,1498371.638,2389473.713
1893,MTCH2,32967106.101600002,2275553.1007,2821380.30025,2579190.26413,50044250.6867,35146997.6758
1894,MTDH,6338632.5481,583198.335245,1246161.39821,714478.24994,6761577.7368,6933164.28889
1895,MTHFD1,106435558.9137,28447193.70035,32072659.12954,28926080.3092,131344038.0112,122732071.2099
1896,MTHFD1L,12921525.4726,1937121.7941,2149930.96833,2279552.99365,18625132.9072,15017320.99
1897,MTHFD2,6600029.506899999,501926.46877,601544.76453,660723.00713,10769597.291609999,7540744.73158
1898,MTHFR,1202347.225,473612.888,653043.5965,465592.3656,1315557.372,1960686.467
1899,MTHFS,4277582.0666,993211.5013700001,1358690.89321,1756258.27316,4830218.61055,5182275.2395
1900,MTIF3,131558.8584,8187.013252999999,15928.564852,8842.273207,275937.8408,134513.64329
1901,MTLN,2849210.767,234251.4405,246464.2752,208429.1164,4829751.854,2688056.249
1902,MTMR1,131218.215,11676.3148,11430.18097,13993.54975,198334.8068,113560.9646
1903,MTMR11,3408047.1959,261099.55883999998,304027.82753,281681.8966,2807140.473,4461172.0833
1904,MTOR,2276169.26265,875195.367312,1341948.1288700001,1103053.485972,3687703.46954,2469240.46271
1905,MTPN,23441029.799,3486543.1602000003,3953473.4352,3554730.2096,21124795.535,31378844.552
1906,MTREX,13025092.2769,4467232.18669,5775669.2638,3447365.8842,17175502.3369,15486643.1122
1907,MTRF1L,58652844.6,11011006.179,22441382.729,10436885.4,70425443.0,67299447.47
1908,MTX1,3915943.3496,352881.97016,404315.75693000003,442819.0492,6211127.390699999,4306186.6373
1909,MTX2,1928296.531,90184.06627,124617.3328,113303.3163,2707934.642,1597879.19
1910,MUC16,293719.5819,2944463.937,3015608.712,931788.7361,413306.7778,241520.8331
1911,MVB12A,297249.9523,783979.2687,1103415.988,482107.561,467457.0194,410633.8262
1912,MVD,9072176.0351,1608603.9954000001,1691231.0978299999,1620401.6581299999,10089503.621100001,9094171.2966
1913,MVK,4968941.759826,910862.828696,1014312.0841870001,1119760.6462670001,5858015.432817,5416784.938725
1914,MVP,77191576.634424,61807060.476817995,89759794.077514,42226481.302015,86066232.854694,80559158.747733
1915,MXRA5,4435344.80853,15171302.91977,22874923.6538,11236983.63418,3277453.7401,5367124.86229
1916,MXRA8,6090301.51936,4921197.14279,10941181.4362,7675798.8068,8818652.8746,7293196.27669
1917,MYADM,3532741.0357700004,3296056.6107900003,3560738.15499,3144271.60058,3843926.79312,3672793.24534
1918,MYBBP1A,22997412.513925,5561586.6426099995,10056814.963441,5202920.180591,34456884.034603,26731563.227849
1919,MYD88,1091331.165,137356.2868,148838.2308,167763.1633,1107290.991,1270567.544
1920,MYDGF,11586958.350000001,372390.86742,514527.1705,687389.75,12140730.991,13799932.586
1921,MYEF2,4820672.5851,648836.9675,835093.298428,668323.776511,7659602.3456,4532235.544290001
1922,MYG1,10645221.9016,2278224.3579200003,2953017.82938,3144804.53425,16052251.4044,13675661.655
1923,MYH10,315752185.52747,103664912.341023,155598340.390475,90506842.13112,356095875.92291003,368412761.55453
1924,MYH11,68675213.93924001,30840816.127258,54628193.20200001,27563967.61521,63676557.93186,91831900.33842
1925,MYH14,7025112.7884,3853593.6013,7010845.4408,2565402.7821,7781076.6388,8259670.2559
1926,MYH3,3466938.47,2785741.316,2750595.111,1743838.701,1302365.109,6168001.158
1927,MYH7B,150081.03436,45523.42301,78480.68781,46057.66984,153235.48322,176774.70001
1928,MYH9,1433616010.26456,558317320.676997,741923879.542996,500831912.727683,1409231738.274633,1764103495.253941
1929,MYL12B,122173408.29573,23070592.36119,38967357.57655,26834236.71158,159202848.72618,134607254.25863
1930,MYL4,1340667.3802,1038297.42609,1106381.1861999999,801340.60349,984582.917,1301319.6568
1931,MYL6,144555229.5641,33185953.46623,46375339.3133,48993333.79149,175099248.4608,169859924.8457
1932,MYO15B,1198614.0887,619499.6279,1630135.1686,441757.6299,777170.8458,1009180.0403
1933,MYO18A,8608257.0738,5782701.6317,14636939.225300001,17212845.9551,8199787.1824,9130087.2274
1934,MYO1A,1427775.098,1821790.636,1008609.459,3006281.879,976073.67,1997697.445
1935,MYO1B,17799836.419927,20149001.477397,13204855.036636999,34741476.279276,19348791.95916,23563389.70548
1936,MYO1C,56057903.34061,39693171.09703,28019314.48904,55831180.3251,64448179.40875,65680403.69328
1937,MYO1E,1034247.4280000001,412719.1018,511163.69759999996,480450.8578,1086899.5636999998,1261721.0321
1938,MYO1F,328778.6101,81599.12822,92501.68393,130414.6553,462075.0987,432543.0854
1939,MYO1H,184942.6323,146920.4477,200341.591,223281.7335,188633.9107,176989.8422
1940,MYO5A,317713.7197,111404.7063,122507.1925,172433.1809,326121.8575,392343.2963
1941,MYO6,37622789.96098,12423295.954115,15713452.914317,13889101.784906,43065241.52126,46093986.4418
1942,MYO9B,307028.1656,91243.46698,72682.80484,113086.8051,270400.3649,412716.3463
1943,MYOF,150414270.23009,75542086.938277,58695593.809338,86758449.496741,171640221.293664,155469065.719336
1944,MYPOP,5404880.918500001,1379575.0033,1569998.3505,1424833.8203,2599518.3947,2829361.3574
1945,N4BP2L2,1789381.19,1320031.658,1224969.6,1613754.546,2513573.984,2235171.802
1946,NAA10,12377636.42588,3434479.732526,4150278.830489,3763286.2194840005,16871802.625192,14080965.729556
1947,NAA15,24845995.6922,9318971.40301,12505827.62208,8281028.80791,28896706.733099997,31569371.399
1948,NAA16,12026526.84,3687325.3943,9647916.515,2007321.3557,12393384.135,15375426.133
1949,NAA20,566002.8757999999,135176.26921,175332.82176000002,148753.27827,956476.2329,585462.5787
1950,NAA25,5061823.2216,850582.32825,1182595.7992,1410379.1221,8168011.8606,4582101.5905
1951,NAA50,4104979.9233,1213222.3237700001,1395960.28367,1204426.99736,3858206.7179,5706613.7107
1952,NACA,25637758.09073,6326604.76158,11938091.849558,7236277.426095,27595041.61165,33540229.41323
1953,NADSYN1,193793.4528,62169.87946,124095.5317,62077.76948,269142.257,180502.5915
1954,NAE1,4864477.866289999,850094.15271,1396318.63368,1046105.78301,6731424.0973499995,6251073.68001
1955,NAGA,537620.034,275955.4723,829511.5683,588894.668,827465.3021,644058.0444
1956,NAGK,14138362.853500001,4891111.65673,6005269.79753,3611456.01514,14284075.3374,15388403.0889
1957,NAMPT,25417090.59567,6684510.57133,11211953.16337,8235496.7566,31025669.32709,26418536.3165
1958,NANS,6339548.8244,1595274.9582,2119127.0574000003,1185823.5894,8194851.938,6380510.7838
1959,NAP1L1,30904063.53148,7321587.5013379995,11276340.04767,9750668.7361,29239116.44592,42631689.12014
1960,NAP1L4,44395452.440630004,7290528.5378,10413849.2684,10203306.20431,59522694.0134,49186536.85323
1961,NAPA,11963603.206,3369849.97522,4622481.88205,5077270.860950001,12692373.3072,11751313.7903
1962,NAPG,4521943.405099999,1533760.3517,1841183.9029,2720099.6823,5835091.5352,5005736.0503
1963,NARS1,53045960.39475,10727505.564860001,15618126.78609,11784393.34131,68909887.49964,58382733.09977
1964,NARS2,1869615.653,127198.6348,198178.3811,180361.9322,3797172.566,1751822.105
1965,NASP,47586503.642740004,8959244.800103,16852255.968179,14522695.824526,60632860.32046,58854099.39084
1966,NAT10,3987741.6766,930344.4358699999,1392630.4432,963998.04526,5229888.0529000005,4570425.632599999
1967,NAT14,589098.2408,78556.57728,119721.7842,114730.9129,937070.506,616612.1966
1968,NAXE,26725233.99125,2798619.29525,6187273.4604899995,5860122.87299,31019637.0124,32016608.1137
1969,NBL1,695369.8132,1146432.188,4092679.002,3511923.831,488343.1361,787328.7295
1970,NCAPD2,994913.3376,315583.6369,434457.0024,595739.2103,1731101.792,1297519.787
1971,NCAPG,767509.6903,228714.4928,333663.5149,277449.82738,1102827.40427,850316.47375
1972,NCBP1,2459942.051,1041805.1473000001,1781031.3891999999,678833.1089,2331781.6174,2932022.9
1973,NCBP2,4681071.654,577980.70843,585805.424142,556962.33427,3797599.2896000003,5295421.784
1974,NCDN,2690921.74802,939989.0903099999,1135567.43457,968800.97618,2538587.46996,3937645.9272
1975,NCEH1,14744846.517517,1621085.204151,1751088.21087,2622496.88924,15823889.631663,16401193.128709
1976,NCK1,489709.98419999995,114806.83331,116773.97575,144472.55264,694595.1237,490832.1588
1977,NCKAP1,21927507.7971,13633892.80987,14443008.86005,12855931.44991,28076150.5395,25561633.6781
1978,NCL,962586155.54581,167701390.275408,388402019.311472,143596572.930643,1156924497.7892,1138530526.3975
1979,NCLN,7944108.1094,1167389.5037500001,1390184.88934,1748412.27967,10904522.1347,8079337.7296
1980,NCOA5,2735081.5939999996,317119.27789,410803.93319999997,330567.44761000003,5279133.319,2752333.526
1981,NCSTN,7408331.4245,3880422.9812000003,3408153.8297,4480697.243,9933124.6552,6380987.4633
1982,NDRG3,9622092.1533,5323151.64358,4541099.9285,7158631.703,9356668.7681,13606082.3365
1983,NDUFA10,7922681.1368,513118.49011,649546.3226300001,735040.15157,11643769.3223,8858273.2139
1984,NDUFA11,387668.5094,115973.4614,154927.9739,138217.5178,654248.8493,399881.6623
1985,NDUFA13,8286744.103180001,1436506.349443,1731298.692939,1905106.9050079999,12198769.349709999,9750029.90729
1986,NDUFA2,1026180.30326,100144.252425,109371.68530000001,122406.905052,2195929.3176,1096868.5566399998
1987,NDUFA3,2543754.152,203414.06498999998,373804.36079,263457.94685,3648275.225,2753446.731
1988,NDUFA5,3659761.301341,249695.34645100002,348276.55651799997,365532.944173,4135488.1471,4850717.62668
1989,NDUFA8,1459104.726,94812.76378,133691.7452,178653.6349,2739413.449,1353863.837
1990,NDUFA9,8987727.3576,1094315.04458,1530619.90424,1332558.15897,13616644.228,10206933.4051
1991,NDUFAB1,10456487.9502,643255.40635,433593.35133,838705.89162,23541362.719,13120704.394000001
1992,NDUFAF2,1986640.2428,168012.31300999998,249635.60192,202629.73102,4186128.1321,1333203.554
1993,NDUFAF4,3224492.2978,117855.2653,157260.57817,224887.62709999998,3970331.623,3297978.5190000003
1994,NDUFAF7,430607.9895,68299.66397,98575.97295,93496.64569,736033.9313,500181.7886
1995,NDUFB1,1225840.686,105973.9223,236207.0131,273900.4742,1907550.575,1199454.441
1996,NDUFB10,4064365.33024,205385.34386199998,329709.99436,292681.906792,6823502.014450001,3996767.56707
1997,NDUFB11,8224021.6634,261718.53375,248575.28395,260125.14411,8664086.644000001,9941754.52
1998,NDUFB3,2753229.9102,219198.94425,337034.04029,288013.71077,4895694.285,3030927.0259999996
1999,NDUFB4,3079697.3131,327318.60439999995,879557.1944,713833.8640000001,6106417.5478,3098436.7015
2000,NDUFB6,4393461.264,303051.25986,431006.44142,589104.4950600001,5685806.1282,5009331.249299999
2001,NDUFB7,2297970.6380000003,157100.56751999998,246461.02774,241150.1346,2933434.082,2872109.7309999997
2002,NDUFB8,855321.1928,98410.15872,141567.1414,145990.9352,1770768.993,908389.1572
2003,NDUFB9,8543631.0278,878736.44297,1197696.49689,1232878.4999,11617184.397999998,8922407.4922
2004,NDUFC2,2721415.5974000003,120939.3136,138875.628,201687.008,3417512.834,2787468.3087
2005,NDUFS1,12898366.993900001,1091830.817789,1421202.53439,1601599.58831,22893359.857,14167890.296
2006,NDUFS2,4976323.2938,710379.11621,986890.31773,1109491.56583,8157149.7669,5783168.798900001
2007,NDUFS3,10614659.54535,1171342.50199,1768836.94955,2431413.26199,21485223.3951,11865698.8792
2008,NDUFS4,1295561.478,89582.19569,138239.6487,162597.8209,1659972.924,1704955.667
2009,NDUFS5,605571.5932,46229.11051,135287.1002,60183.56953,841894.5444,669939.9794
2010,NDUFS6,1440805.791,87984.93816,147637.9806,121803.7814,1591073.774,1599683.324
2011,NDUFS7,5115489.0619,1164156.8921,1772838.5054000001,1968341.1373,9047132.965,5178789.6542
2012,NDUFS8,4007447.49,84932.72984,72908.14101,139384.4453,5441107.56,3658908.558
2013,NDUFV1,4794305.6686,407980.9181,652755.29978,648618.02455,9004956.9675,4888611.0438
2014,NDUFV3,969548.83439,51729.538094999996,81238.463228,128020.497684,1598418.7391599999,1118662.18096
2015,NECAP2,3769617.7642,440459.02793,638185.52963,1341970.3428099998,5271425.106699999,3985433.7453000005
2016,NECTIN2,3706250.1459999997,2452505.1167,5174960.82,4839955.0636,4683463.5559,4246073.215
2017,NEDD4,585368.0061,700520.0517,738361.7471,424448.5756,912688.7388,651859.9659
2018,NEDD8,28572218.834,2082689.8982000002,1599522.59051,2268764.77874,25319549.2739,37420809.682
2019,NEK4,268515.812,224702.1009,586981.3012,641032.3346,398377.4732,284830.2707
2020,NELFB,3050898.3455,639835.0779,1090993.0108,690372.9197,3681185.5793999997,3780572.1477
2021,NELFCD,381445.9898,115478.2162,155614.0691,129510.5255,419024.2651,582148.0666
2022,NEMF,565223.5197,96716.40089,138212.2859,109396.5877,734909.8723,624677.0011
2023,NEMP1,983529.8018,176011.6718,218734.47952,469215.43499999994,1776110.5706,936576.9977
2024,NENF,6232846.7142,715100.27014,1583527.6125,1101083.5821,8111682.199899999,6468106.1651
2025,NES,32325192.60721,3103004.578635,3844432.141866,4201732.893925,42207049.1841,40039926.21494
2026,NEU1,5050233.5332,11269605.7085,27152419.2101,9517135.7158,8026053.690400001,5533917.6977
2027,NF1,811341.5718,615309.9835,696903.292,664741.7607,1086515.4096,889349.6246
2028,NF2,1635457.50378,1195393.08892,1102522.43445,1694475.23005,2623865.3843,1606087.59839
2029,NFATC1,3176876.028,81685.95526,93669.0777,130331.917,4256739.198,3240689.897
2030,NFU1,750169.8556,40555.99266,63913.37628,58933.58121,892544.6933,812933.2948
2031,NGDN,47951.71047,14722.91324,15922.93756,17732.3346,75065.27707,56217.71832
2032,NHERF1,13341535.85326,6191980.16202,4748115.15968,7579235.6789,18300756.14242,13584218.8069
2033,NHERF2,3854187.929597,2648050.1623319997,2358356.055303,3547535.3755860003,6345520.318398001,4356963.4197350005
2034,NHLRC2,7149618.6263999995,1319952.22132,1948957.72202,1607272.36643,7287097.237799999,8594473.0196
2035,NHP2,5074826.8153,1464912.9905,3701551.447,1090565.6168,5299735.0874,6112761.1565000005
2036,NIBAN2,25860722.991932,15778352.597471,14956626.689271,22274776.91694,27521156.41661,30556324.016705
2037,NID1,45207618.277963,335769069.69615,396074010.86758,258298640.154245,44530300.948726,55259487.589943
2038,NIF3L1,2975524.3938599997,591655.88677,1268285.14916,1070829.54085,3684406.8847,3095426.42171
2039,NIFK,3442048.3904,417258.0588,840301.12096,467210.04362,3728649.1001,3966992.3228
2040,NIPA1,366568.7737,94316.38621,183303.7718,135525.7247,508158.0269,440884.151
2041,NIPSNAP1,10017963.822,850675.4808799999,966366.0136940001,1060003.18291,15744864.476800002,10641290.1434
2042,NIPSNAP2,29566525.696000002,1597349.25159,2073720.8227,1782587.5794,51467867.057000004,34427684.698
2043,NIPSNAP3A,613866.7379,34181.66724,65844.81075,57355.92117,929468.8682,581857.9225
2044,NIT1,3516364.5732,837523.4711,1419295.9978,942960.6076,5166173.329,3669163.2709999997
2045,NIT2,40715353.504099995,8148802.72295,11472568.9223,9702507.17963,42759219.9378,49210560.2246
2046,NKRF,1900958.1023000001,438703.78139,625743.7845000001,495086.35797,2820750.9015,2202550.8947
2047,NLE1,97802.56981,40255.5861,72585.99563,48511.47371,157269.6572,107017.8141
2048,NLN,9809419.4608,1230411.03133,2227732.6301,2443182.2527,10324695.8881,11917463.8937
2049,NMD3,2584855.3635,784621.2760999999,936487.1306,720628.2629,2928114.2597,2983895.8888
2050,NME1,482597758.43659997,66614402.974080004,153012153.29284,132933205.57279,542621421.0419,575636039.4143
2051,NME2,313955735.17912,38155949.825347,91350531.52557999,72664988.50524,289552011.95477,371379524.51035
2052,NME3,3528246.3012999995,540349.64526,1142968.6252,668529.8282,5755349.8299,3510281.2854999998
2053,NME4,3029616.3109999998,140932.81066,260240.21790000002,220058.456,5116261.89,3432436.9979999997
2054,NMI,192293.9731,60677.59858,94646.54229,81759.63649,269363.5435,204139.601
2055,NMT1,16440895.5578,4732836.46363,6351823.92919,3833460.64782,20928773.9663,18513880.1536
2056,NNT,33515726.3569,2754575.4462099997,4463259.61334,5165659.22395,43690126.358899996,34250095.6639
2057,NOA1,7385362.312,3720527.597,3972618.531,3449577.579,5115338.39,8685745.56
2058,NOC2L,3342478.8811,784512.27193,1263300.7799799999,620426.90407,4046187.3821,4467438.2804
2059,NOC3L,1953945.5945,405844.27190000005,801783.0007,342504.1725,2308829.0301,2368602.5725
2060,NOC4L,95658.50235,27171.75985,49216.95864,46130.2527,163947.8821,111797.4623
2061,NOL10,169231.6226,63993.50198,97022.67291,75861.01527,247695.0683,182313.6289
2062,NOL11,470811.5649,133005.42847,283853.43817,221140.29608,659875.2608,605136.7790999999
2063,NOL3,179159.1754,61968.1247,118000.5724,85290.84941,293098.196,207833.2663
2064,NOL6,1115707.2715,408002.64021,545152.1841,525119.33373,1815250.2623,1360672.0105
2065,NOL9,524466.2413,138350.8931,225243.6528,154029.9754,637308.3404,683091.8622
2066,NOLC1,56102436.77409,4044917.1075,7101281.364560001,4358300.2347800005,77955257.72667,62412521.25758
2067,NOMO2,12808457.331,2205375.17095,4834246.0246,3833032.5557,14355768.2035,15285789.0801
2068,NONO,79224270.58548,11343100.222378,14619425.13388,9963525.347435001,98076211.43806,91175723.00667
2069,NOP10,239492.307,94403.05221,158990.9735,86343.88078,408833.9318,293204.1329
2070,NOP14,156863.6167,61570.28453,84118.3381,45652.89083,334215.142,215094.5424
2071,NOP16,2166926.9764,319144.9101,573965.4939,470153.5024,3446604.353,2426331.1677
2072,NOP2,7523066.4975000005,2161947.17957,3687641.58459,1552842.3694699998,11573529.1051,7936864.5809
2073,NOP56,21953071.45203,5519699.519707,9284473.70651,5106925.115741,30186633.03702,24856576.85673
